Taxon name,Phylum/Division,Class,Order,Family,,AphiaID,Match type,LSID,ScientificName,AphiaID_accepted,ScientificName_accepted
Lasiognathus intermedius,Chordata,Actinopterygii,Lophiiformes,Thaumatichthyidae,,159212,exact,urn:lsid:marinespecies.org:taxname:159212,Lasiognathus intermedius,159212,Lasiognathus intermedius
Leiostomus xanthurus,Chordata,Actinopterygii,Perciformes,Sciaenidae,,159322,exact,urn:lsid:marinespecies.org:taxname:159322,Leiostomus xanthurus,159322,Leiostomus xanthurus
Lepidocybium flavobrunneum,Chordata,Actinopterygii,Perciformes,Gempylidae,,126863,exact,urn:lsid:marinespecies.org:taxname:126863,Lepidocybium flavobrunneum,126863,Lepidocybium flavobrunneum
Lepidophanes gaussi,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,126620,exact,urn:lsid:marinespecies.org:taxname:126620,Lepidophanes gaussi,126620,Lepidophanes gaussi
Lepidophanes guentheri,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,126621,exact,urn:lsid:marinespecies.org:taxname:126621,Lepidophanes guentheri,126621,Lepidophanes guentheri
Lepisosteus osseus,Chordata,Actinopterygii,Lepisosteiformes,Lepisosteidae,,157872,exact,urn:lsid:marinespecies.org:taxname:157872,Lepisosteus osseus,157872,Lepisosteus osseus
Lepophidium profundorum,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,,158762,exact,urn:lsid:marinespecies.org:taxname:158762,Lepophidium profundorum,158762,Lepophidium profundorum
Leptacanthichthys gracilispinis,Chordata,Actinopterygii,Lophiiformes,Oneirodidae,,126566,exact,urn:lsid:marinespecies.org:taxname:126566,Leptacanthichthys gracilispinis,126566,Leptacanthichthys gracilispinis
Leptagonus decagonus,Chordata,Actinopterygii,Scorpaeniformes,Agonidae,,127191,exact,urn:lsid:marinespecies.org:taxname:127191,Leptagonus decagonus,127191,Leptagonus decagonus
Leptoclinus maculatus,Chordata,Actinopterygii,Perciformes,Stichaeidae,,127072,exact,urn:lsid:marinespecies.org:taxname:127072,Leptoclinus maculatus,127072,Leptoclinus maculatus
Lestidiops affinis,Chordata,Actinopterygii,Aulopiformes,Paralepididae,,126353,exact,urn:lsid:marinespecies.org:taxname:126353,Lestidiops affinis,126353,Lestidiops affinis
Lestidiops jayakari,Chordata,Actinopterygii,Aulopiformes,Paralepididae,,126354,exact,urn:lsid:marinespecies.org:taxname:126354,Lestidiops jayakari,126354,Lestidiops jayakari
Leucoraja erinacea,Chordata,Elasmobranchii,Rajiformes,Rajidae,,158551,exact,urn:lsid:marinespecies.org:taxname:158551,Leucoraja erinacea,1577339,Leucoraja erinaceus
Leucoraja garmani,Chordata,Elasmobranchii,Rajiformes,Rajidae,,158552,exact,urn:lsid:marinespecies.org:taxname:158552,Leucoraja garmani,158552,Leucoraja garmani
Leucoraja ocellata,Chordata,Elasmobranchii,Rajiformes,Rajidae,,158553,exact,urn:lsid:marinespecies.org:taxname:158553,Leucoraja ocellata,158553,Leucoraja ocellata
Limanda ferruginea,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,,158879,exact,urn:lsid:marinespecies.org:taxname:158879,Limanda ferruginea,1571969,Myzopsetta ferruginea
Limnodromus griseus,Chordata,Aves,Ciconiiformes,Scolopacidae,,158955,exact,urn:lsid:marinespecies.org:taxname:158955,Limnodromus griseus,158955,Limnodromus griseus
Limnodromus scolopaceus,Chordata,Aves,Ciconiiformes,Scolopacidae,,158957,exact,urn:lsid:marinespecies.org:taxname:158957,Limnodromus scolopaceus,158957,Limnodromus scolopaceus
Limosa fedoa,Chordata,Aves,Ciconiiformes,Scolopacidae,,158965,exact,urn:lsid:marinespecies.org:taxname:158965,Limosa fedoa,158965,Limosa fedoa
Limosa haemastica,Chordata,Aves,Ciconiiformes,Scolopacidae,,159033,exact,urn:lsid:marinespecies.org:taxname:159033,Limosa haemastica,159033,Limosa haemastica
Limosa lapponica,Chordata,Aves,Ciconiiformes,Scolopacidae,,159034,exact,urn:lsid:marinespecies.org:taxname:159034,Limosa lapponica,159034,Limosa lapponica
Limosa limosa,Chordata,Aves,Ciconiiformes,Scolopacidae,,159035,exact,urn:lsid:marinespecies.org:taxname:159035,Limosa limosa,159035,Limosa limosa
Linophryne algibarbata,Chordata,Actinopterygii,Lophiiformes,Linophrynidae,,159180,exact,urn:lsid:marinespecies.org:taxname:159180,Linophryne algibarbata,159180,Linophryne algibarbata
Lionurus carapinus,Chordata,Actinopterygii,Gadiformes,Macrouridae,,318872,exact,urn:lsid:marinespecies.org:taxname:318872,Lionurus carapinus,158956,Coryphaenoides carapinus
Liopsetta putnami,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,,158882,exact,urn:lsid:marinespecies.org:taxname:158882,Liopsetta putnami,158882,Liopsetta putnami
Liparis atlanticus,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,,159524,exact,urn:lsid:marinespecies.org:taxname:159524,Liparis atlanticus,159524,Liparis atlanticus
Liparis coheni,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,,159525,exact,urn:lsid:marinespecies.org:taxname:159525,Liparis coheni,159525,Liparis coheni
Liparis inquilinus,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,,159528,exact,urn:lsid:marinespecies.org:taxname:159528,Liparis inquilinus,159528,Liparis inquilinus
Lobianchia dofleini,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,158900,exact,urn:lsid:marinespecies.org:taxname:158900,Lobianchia dofleini,158900,Lobianchia dofleini
Lobianchia gemellarii,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,158901,exact,urn:lsid:marinespecies.org:taxname:158901,Lobianchia gemellarii,158901,Lobianchia gemellarii
Lobotes surinamensis,Chordata,Actinopterygii,Perciformes,Lobotidae,,126973,exact,urn:lsid:marinespecies.org:taxname:126973,Lobotes surinamensis,126973,Lobotes surinamensis
Lontra canadensis,Chordata,Mammalia,Carnivora,Mustelidae,,159017,exact,urn:lsid:marinespecies.org:taxname:159017,Lontra canadensis,159017,Lontra canadensis
Lophius americanus,Chordata,Actinopterygii,Lophiiformes,Lophiidae,,159184,exact,urn:lsid:marinespecies.org:taxname:159184,Lophius americanus,159184,Lophius americanus
Lophodolos acanthognathus,Chordata,Actinopterygii,Lophiiformes,Oneirodidae,,126567,exact,urn:lsid:marinespecies.org:taxname:126567,Lophodolos acanthognathus,126567,Lophodolos acanthognathus
Lophodytes cucullatus,Chordata,Aves,Anseriformes,Anatidae,,159094,exact,urn:lsid:marinespecies.org:taxname:159094,Lophodytes cucullatus,159094,Lophodytes cucullatus
Lopholatilus chamaeleonticeps,Chordata,Actinopterygii,Perciformes,Malacanthidae,,159406,exact,urn:lsid:marinespecies.org:taxname:159406,Lopholatilus chamaeleonticeps,159406,Lopholatilus chamaeleonticeps
Loweina rara,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,126625,exact,urn:lsid:marinespecies.org:taxname:126625,Loweina rara,126625,Loweina rara
Lumpenus lumpretaeformis,Chordata,Actinopterygii,Perciformes,Stichaeidae,,127074,exact,urn:lsid:marinespecies.org:taxname:127074,Lumpenus lumpretaeformis,154675,Lumpenus lampretaeformis
Lutjanus cyanopterus,Chordata,Actinopterygii,Perciformes,Lutjanidae,,159796,exact,urn:lsid:marinespecies.org:taxname:159796,Lutjanus cyanopterus,159796,Lutjanus cyanopterus
Lycenchelys paxillus,Chordata,Actinopterygii,Perciformes,Zoarcidae,,159257,exact,urn:lsid:marinespecies.org:taxname:159257,Lycenchelys paxillus,159257,Lycenchelys paxillus
Lycenchelys verrillii,Chordata,Actinopterygii,Perciformes,Zoarcidae,,159258,exact,urn:lsid:marinespecies.org:taxname:159258,Lycenchelys verrillii,159258,Lycenchelys verrillii
Lycodes esmarki,Chordata,Actinopterygii,Perciformes,Zoarcidae,,159260,exact,urn:lsid:marinespecies.org:taxname:159260,Lycodes esmarki,127103,Lycodes esmarkii
Lycodes eudipleurostictus,Chordata,Actinopterygii,Perciformes,Zoarcidae,,127104,exact,urn:lsid:marinespecies.org:taxname:127104,Lycodes eudipleurostictus,127104,Lycodes eudipleurostictus
Lycodes pallidus,Chordata,Actinopterygii,Perciformes,Zoarcidae,,127110,exact,urn:lsid:marinespecies.org:taxname:127110,Lycodes pallidus,127110,Lycodes pallidus
Lycodes reticulatus,Chordata,Actinopterygii,Perciformes,Zoarcidae,,127112,exact,urn:lsid:marinespecies.org:taxname:127112,Lycodes reticulatus,127112,Lycodes reticulatus
Lycodes terraenovae,Chordata,Actinopterygii,Perciformes,Zoarcidae,,127117,exact,urn:lsid:marinespecies.org:taxname:127117,Lycodes terraenovae,127117,Lycodes terraenovae
Lycodonus mirabilis,Chordata,Actinopterygii,Perciformes,Zoarcidae,,159266,exact,urn:lsid:marinespecies.org:taxname:159266,Lycodonus mirabilis,159266,Lycodonus mirabilis
Macroramphosus scolopax,Chordata,Actinopterygii,Syngnathiformes,Centriscidae,,127378,exact,urn:lsid:marinespecies.org:taxname:127378,Macroramphosus scolopax,127378,Macroramphosus scolopax
Macrourus berglax,Chordata,Actinopterygii,Gadiformes,Macrouridae,,126472,exact,urn:lsid:marinespecies.org:taxname:126472,Macrourus berglax,126472,Macrourus berglax
Makaira nigricans,Chordata,Actinopterygii,Perciformes,Istiophoridae,,126950,exact,urn:lsid:marinespecies.org:taxname:126950,Makaira nigricans,126950,Makaira nigricans
Malacocephalus occidentalis,Chordata,Actinopterygii,Gadiformes,Macrouridae,,158741,exact,urn:lsid:marinespecies.org:taxname:158741,Malacocephalus occidentalis,158741,Malacocephalus occidentalis
Malacoraja senta,Chordata,Elasmobranchii,Rajiformes,Rajidae,,158554,exact,urn:lsid:marinespecies.org:taxname:158554,Malacoraja senta,158554,Malacoraja senta
Malacoraja spinacidermis,Chordata,Elasmobranchii,Rajiformes,Rajidae,,105878,exact,urn:lsid:marinespecies.org:taxname:105878,Malacoraja spinacidermis,105878,Malacoraja spinacidermis
Malacosteus niger,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,127358,exact,urn:lsid:marinespecies.org:taxname:127358,Malacosteus niger,127358,Malacosteus niger
Mallotus villosus,Chordata,Actinopterygii,Osmeriformes,Osmeridae,,126735,exact,urn:lsid:marinespecies.org:taxname:126735,Mallotus villosus,126735,Mallotus villosus
Manta birostris,Chordata,Elasmobranchii,Rajiformes,Myliobatidae,,105857,exact,urn:lsid:marinespecies.org:taxname:105857,Manta birostris,1026118,Mobula birostris
Margrethia obtusirostra,Chordata,Actinopterygii,Stomiiformes,Gonostomatidae,,127297,exact,urn:lsid:marinespecies.org:taxname:127297,Margrethia obtusirostra,127297,Margrethia obtusirostra
Maurolicus muelleri,Chordata,Actinopterygii,Stomiiformes,Sternoptychidae,,127312,exact,urn:lsid:marinespecies.org:taxname:127312,Maurolicus muelleri,127312,Maurolicus muelleri
Maurolicus weitzmani,Chordata,Actinopterygii,Stomiiformes,Sternoptychidae,,158838,exact,urn:lsid:marinespecies.org:taxname:158838,Maurolicus weitzmani,158838,Maurolicus weitzmani
Megaceryle alcyon,Chordata,Aves,Coraciiformes,Cerylidae,,159001,exact,urn:lsid:marinespecies.org:taxname:159001,Megaceryle alcyon,159001,Megaceryle alcyon
Megalops atlanticus,Chordata,Actinopterygii,Elopiformes,Megalopidae,,126430,exact,urn:lsid:marinespecies.org:taxname:126430,Megalops atlanticus,126430,Megalops atlanticus
Megaptera novaeangliae,Chordata,Mammalia,Cetacea,Balaenopteridae,,137092,exact,urn:lsid:marinespecies.org:taxname:137092,Megaptera novaeangliae,137092,Megaptera novaeangliae
Melamphaes longivelis,Chordata,Actinopterygii,Stephanoberyciformes,Melamphaidae,,127267,exact,urn:lsid:marinespecies.org:taxname:127267,Melamphaes longivelis,127267,Melamphaes longivelis
Melamphaes microps,Chordata,Actinopterygii,Stephanoberyciformes,Melamphaidae,,127268,exact,urn:lsid:marinespecies.org:taxname:127268,Melamphaes microps,127268,Melamphaes microps
Melamphaes simus,Chordata,Actinopterygii,Stephanoberyciformes,Melamphaidae,,127269,exact,urn:lsid:marinespecies.org:taxname:127269,Melamphaes simus,127269,Melamphaes simus
Melamphaes suborbitalis,Chordata,Actinopterygii,Stephanoberyciformes,Melamphaidae,,127270,exact,urn:lsid:marinespecies.org:taxname:127270,Melamphaes suborbitalis,127270,Melamphaes suborbitalis
Melamphaes typhlops,Chordata,Actinopterygii,Stephanoberyciformes,Melamphaidae,,127271,exact,urn:lsid:marinespecies.org:taxname:127271,Melamphaes typhlops,127271,Melamphaes typhlops
Melanitta fusca,Chordata,Aves,Anseriformes,Anatidae,,137072,exact,urn:lsid:marinespecies.org:taxname:137072,Melanitta fusca,137072,Melanitta fusca
Melanitta nigra,Chordata,Aves,Anseriformes,Anatidae,,137073,exact,urn:lsid:marinespecies.org:taxname:137073,Melanitta nigra,137073,Melanitta nigra
Melanitta perspicillata,Chordata,Aves,Anseriformes,Anatidae,,159095,exact,urn:lsid:marinespecies.org:taxname:159095,Melanitta perspicillata,159095,Melanitta perspicillata
Melanocetus johnsoni,Chordata,Actinopterygii,Lophiiformes,Melanocetidae,,221410,exact,urn:lsid:marinespecies.org:taxname:221410,Melanocetus johnsoni,126556,Melanocetus johnsonii
Melanocetus murrayi,Chordata,Actinopterygii,Lophiiformes,Melanocetidae,,126557,exact,urn:lsid:marinespecies.org:taxname:126557,Melanocetus murrayi,126557,Melanocetus murrayi
Melanogrammus aeglefinus,Chordata,Actinopterygii,Gadiformes,Gadidae,,126437,exact,urn:lsid:marinespecies.org:taxname:126437,Melanogrammus aeglefinus,126437,Melanogrammus aeglefinus
Melanostigma atlanticum,Chordata,Actinopterygii,Perciformes,Zoarcidae,,127120,exact,urn:lsid:marinespecies.org:taxname:127120,Melanostigma atlanticum,127120,Melanostigma atlanticum
Melanostomias bartonbeani,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,127359,exact,urn:lsid:marinespecies.org:taxname:127359,Melanostomias bartonbeani,127359,Melanostomias bartonbeani
Melanostomias valdiviae,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,127365,exact,urn:lsid:marinespecies.org:taxname:127365,Melanostomias valdiviae,127365,Melanostomias valdiviae
Menidia beryllina,Chordata,Actinopterygii,Atheriniformes,Atherinidae,,159227,exact,urn:lsid:marinespecies.org:taxname:159227,Menidia beryllina,159227,Menidia beryllina
Menidia menidia,Chordata,Actinopterygii,Atheriniformes,Atherinidae,,159228,exact,urn:lsid:marinespecies.org:taxname:159228,Menidia menidia,159228,Menidia menidia
Menticirrhus saxatilis,Chordata,Actinopterygii,Perciformes,Sciaenidae,,159329,exact,urn:lsid:marinespecies.org:taxname:159329,Menticirrhus saxatilis,159329,Menticirrhus saxatilis
Mergus merganser,Chordata,Aves,Anseriformes,Anatidae,,159097,exact,urn:lsid:marinespecies.org:taxname:159097,Mergus merganser,159097,Mergus merganser
Mergus serrator,Chordata,Aves,Anseriformes,Anatidae,,159098,exact,urn:lsid:marinespecies.org:taxname:159098,Mergus serrator,159098,Mergus serrator
Merluccius albidus,Chordata,Actinopterygii,Gadiformes,Merlucciidae,,158748,exact,urn:lsid:marinespecies.org:taxname:158748,Merluccius albidus,158748,Merluccius albidus
Merluccius bilinearis,Chordata,Actinopterygii,Gadiformes,Merlucciidae,,158962,exact,urn:lsid:marinespecies.org:taxname:158962,Merluccius bilinearis,158962,Merluccius bilinearis
Mesoplodon bidens,Chordata,Mammalia,Cetacea,Ziphiidae,,137121,ambiguous,urn:lsid:marinespecies.org:taxname:137121),Mesoplodon bidens,137121,Mesoplodon bidens
Mesoplodon densirostris,Chordata,Mammalia,Cetacea,Ziphiidae,,137122,ambiguous,(urn:lsid:marinespecies.org:taxname:137122,Mesoplodon densirostris,137122,Mesoplodon densirostris
Mesoplodon mirus,Chordata,Mammalia,Cetacea,Ziphiidae,,137126,exact,urn:lsid:marinespecies.org:taxname:137126,Mesoplodon mirus,137126,Mesoplodon mirus
Microgadus tomcod,Chordata,Actinopterygii,Gadiformes,Gadidae,,158928,exact,urn:lsid:marinespecies.org:taxname:158928,Microgadus tomcod,158928,Microgadus tomcod
Microlophichthys microlophus,Chordata,Actinopterygii,Lophiiformes,Oneirodidae,,126568,exact,urn:lsid:marinespecies.org:taxname:126568,Microlophichthys microlophus,126568,Microlophichthys microlophus
Micromesistius poutassou,Chordata,Actinopterygii,Gadiformes,Gadidae,,126439,exact,urn:lsid:marinespecies.org:taxname:126439,Micromesistius poutassou,126439,Micromesistius poutassou
Micropogonias undulatus,Chordata,Actinopterygii,Perciformes,Sciaenidae,,151158,exact,urn:lsid:marinespecies.org:taxname:151158,Micropogonias undulatus,151158,Micropogonias undulatus
Mola mola,Chordata,Actinopterygii,Tetraodontiformes,Molidae,,127405,exact,urn:lsid:marinespecies.org:taxname:127405,Mola mola,127405,Mola mola
Monacanthus ciliatus,Chordata,Actinopterygii,Tetraodontiformes,Monacanthidae,,159497,exact,urn:lsid:marinespecies.org:taxname:159497,Monacanthus ciliatus,159497,Monacanthus ciliatus
Monolene antillarum,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,,159209,exact,urn:lsid:marinespecies.org:taxname:159209,Monolene antillarum,159209,Monolene antillarum
Monolene sessilicauda,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,,159213,exact,urn:lsid:marinespecies.org:taxname:159213,Monolene sessilicauda,159213,Monolene sessilicauda
Moringua edwardsi,Chordata,Actinopterygii,Anguilliformes,Moringuidae,,158578,exact,urn:lsid:marinespecies.org:taxname:158578,Moringua edwardsi,158578,Moringua edwardsi
Morone americana,Chordata,Actinopterygii,Perciformes,Moronidae,,151177,exact,urn:lsid:marinespecies.org:taxname:151177,Morone americana,151177,Morone americana
Morone saxatilis,Chordata,Actinopterygii,Perciformes,Moronidae,,151179,exact,urn:lsid:marinespecies.org:taxname:151179,Morone saxatilis,151179,Morone saxatilis
Morus bassanus,Chordata,Aves,Ciconiiformes,Sulidae,,148776,exact,urn:lsid:marinespecies.org:taxname:148776,Morus bassanus,148776,Morus bassanus
Mugil cephalus,Chordata,Actinopterygii,Perciformes,Mugilidae,,126983,exact,urn:lsid:marinespecies.org:taxname:126983,Mugil cephalus,126983,Mugil cephalus
Mugil curema,Chordata,Actinopterygii,Perciformes,Mugilidae,,159416,exact,urn:lsid:marinespecies.org:taxname:159416,Mugil curema,159416,Mugil curema
Mullus auratus,Chordata,Actinopterygii,Perciformes,Mullidae,,159418,exact,urn:lsid:marinespecies.org:taxname:159418,Mullus auratus,159418,Mullus auratus
Mustelus canis,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,,158518,exact,urn:lsid:marinespecies.org:taxname:158518,Mustelus canis,158518,Mustelus canis
Mycteria americana,Chordata,Aves,Ciconiiformes,Ciconiidae,,159150,exact,urn:lsid:marinespecies.org:taxname:159150,Mycteria americana,159150,Mycteria americana
Myctophum affine,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,158902,exact,urn:lsid:marinespecies.org:taxname:158902,Myctophum affine,158902,Myctophum affine
Myctophum asperum,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,158903,exact,urn:lsid:marinespecies.org:taxname:158903,Myctophum asperum,317659,Dasyscopelus asper
Myctophum nitidulum,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,126626,exact,urn:lsid:marinespecies.org:taxname:126626,Myctophum nitidulum,126626,Myctophum nitidulum
Myctophum obtusirostre,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,158904,exact,urn:lsid:marinespecies.org:taxname:158904,Myctophum obtusirostre,1525495,Dasyscopelus obtusirostris
Myctophum punctatum,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,126627,exact,urn:lsid:marinespecies.org:taxname:126627,Myctophum punctatum,126627,Myctophum punctatum
Myoxocephalus aenaeus,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,,159519,exact,urn:lsid:marinespecies.org:taxname:159519,Myoxocephalus aenaeus,159519,Myoxocephalus aenaeus
Myoxocephalus octodecemspinosus,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,,159520,exact,urn:lsid:marinespecies.org:taxname:159520,Myoxocephalus octodecemspinosus,159520,Myoxocephalus octodecemspinosus
Myoxocephalus scorpius,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,,127203,exact,urn:lsid:marinespecies.org:taxname:127203,Myoxocephalus scorpius,127203,Myoxocephalus scorpius
Myrophis platyrhynchus,Chordata,Actinopterygii,Anguilliformes,Ophichthidae,,158642,exact,urn:lsid:marinespecies.org:taxname:158642,Myrophis platyrhynchus,158642,Myrophis platyrhynchus
Myrophis punctatus,Chordata,Actinopterygii,Anguilliformes,Ophichthidae,,158643,exact,urn:lsid:marinespecies.org:taxname:158643,Myrophis punctatus,158643,Myrophis punctatus
Nannobrachium atrum,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,158909,exact,urn:lsid:marinespecies.org:taxname:158909,Nannobrachium atrum,126611,Lampanyctus ater
Nannobrachium cuprarium,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,158911,exact,urn:lsid:marinespecies.org:taxname:158911,Nannobrachium cuprarium,126613,Lampanyctus cuprarius
Nannobrachium lineatum,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,158912,exact,urn:lsid:marinespecies.org:taxname:158912,Nannobrachium lineatum,126616,Lampanyctus lineatus
Nansenia groenlandica,Chordata,Actinopterygii,Osmeriformes,Microstomatidae,,126725,exact,urn:lsid:marinespecies.org:taxname:126725,Nansenia groenlandica,126725,Nansenia groenlandica
Naucrates ductor,Chordata,Actinopterygii,Perciformes,Carangidae,,126811,exact,urn:lsid:marinespecies.org:taxname:126811,Naucrates ductor,126811,Naucrates ductor
Nealotus tripes,Chordata,Actinopterygii,Perciformes,Gempylidae,,126864,exact,urn:lsid:marinespecies.org:taxname:126864,Nealotus tripes,126864,Nealotus tripes
Nemichthys curvirostris,Chordata,Actinopterygii,Anguilliformes,Nemichthyidae,,126305,exact,urn:lsid:marinespecies.org:taxname:126305,Nemichthys curvirostris,126305,Nemichthys curvirostris
Nemichthys scolopaceus,Chordata,Actinopterygii,Anguilliformes,Nemichthyidae,,126306,exact,urn:lsid:marinespecies.org:taxname:126306,Nemichthys scolopaceus,126306,Nemichthys scolopaceus
Neoconger mucronatus,Chordata,Actinopterygii,Anguilliformes,Moringuidae,,158580,exact,urn:lsid:marinespecies.org:taxname:158580,Neoconger mucronatus,158580,Neoconger mucronatus
Neoepinnula orientalis,Chordata,Actinopterygii,Perciformes,Gempylidae,,159713,exact,urn:lsid:marinespecies.org:taxname:159713,Neoepinnula orientalis,159713,Neoepinnula orientalis
Neonesthes capensis,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,127366,exact,urn:lsid:marinespecies.org:taxname:127366,Neonesthes capensis,127366,Neonesthes capensis
Neoscopelus microchir,Chordata,Actinopterygii,Myctophiformes,Neoscopelidae,,126635,exact,urn:lsid:marinespecies.org:taxname:126635,Neoscopelus microchir,126635,Neoscopelus microchir
Nesiarchus nasutus,Chordata,Actinopterygii,Perciformes,Gempylidae,,126865,exact,urn:lsid:marinespecies.org:taxname:126865,Nesiarchus nasutus,126865,Nesiarchus nasutus
Nessorhamphus ingolfianus,Chordata,Actinopterygii,Anguilliformes,Derichthyidae,,126292,exact,urn:lsid:marinespecies.org:taxname:126292,Nessorhamphus ingolfianus,126292,Nessorhamphus ingolfianus
Nettastoma melanurum,Chordata,Actinopterygii,Anguilliformes,Nettastomatidae,,126308,exact,urn:lsid:marinespecies.org:taxname:126308,Nettastoma melanurum,299709,Nettastoma melanura
Nezumia aequalis,Chordata,Actinopterygii,Gadiformes,Macrouridae,,126473,exact,urn:lsid:marinespecies.org:taxname:126473,Nezumia aequalis,126473,Nezumia aequalis
Nezumia bairdi,Chordata,Actinopterygii,Gadiformes,Macrouridae,,158742,exact,urn:lsid:marinespecies.org:taxname:158742,Nezumia bairdi,183289,Nezumia bairdii
Normichthys operosus,Chordata,Actinopterygii,Osmeriformes,Platytroctidae,,126745,exact,urn:lsid:marinespecies.org:taxname:126745,Normichthys operosus,126745,Normichthys operosus
Notacanthus chemnitzi,Chordata,Actinopterygii,Notacanthiformes,Notacanthidae,,399826,exact,urn:lsid:marinespecies.org:taxname:399826,Notacanthus chemnitzi,126643,Notacanthus chemnitzii
Notemigonus crysoleucas,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,,159989,exact,urn:lsid:marinespecies.org:taxname:159989,Notemigonus crysoleucas,159989,Notemigonus crysoleucas
Notolychnus valdiviae,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,126629,exact,urn:lsid:marinespecies.org:taxname:126629,Notolychnus valdiviae,126629,Notolychnus valdiviae
Notoscopelus bolini,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,158913,exact,urn:lsid:marinespecies.org:taxname:158913,Notoscopelus bolini,158913,Notoscopelus bolini
Notoscopelus caudispinosus,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,158914,exact,urn:lsid:marinespecies.org:taxname:158914,Notoscopelus caudispinosus,158914,Notoscopelus caudispinosus
Notoscopelus elongatus,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,158915,exact,urn:lsid:marinespecies.org:taxname:158915,Notoscopelus elongatus,158915,Notoscopelus elongatus
Numenius borealis,Chordata,Aves,Ciconiiformes,Scolopacidae,,159038,exact,urn:lsid:marinespecies.org:taxname:159038,Numenius borealis,159038,Numenius borealis
Numenius phaeopus,Chordata,Aves,Ciconiiformes,Scolopacidae,,159040,exact,urn:lsid:marinespecies.org:taxname:159040,Numenius phaeopus,159040,Numenius phaeopus
Nyctanassa violacea,Chordata,Aves,Ciconiiformes,Ardeidae,,159121,exact,urn:lsid:marinespecies.org:taxname:159121,Nyctanassa violacea,159121,Nyctanassa violacea
Nycticorax nycticorax,Chordata,Aves,Ciconiiformes,Ardeidae,,159123,exact,urn:lsid:marinespecies.org:taxname:159123,Nycticorax nycticorax,159123,Nycticorax nycticorax
Oceanites oceanicus,Chordata,Aves,Ciconiiformes,Procellariidae,,137190,exact,urn:lsid:marinespecies.org:taxname:137190,Oceanites oceanicus,137190,Oceanites oceanicus
Oceanodroma leucorhoa,Chordata,Aves,Ciconiiformes,Procellariidae,,137192,exact,urn:lsid:marinespecies.org:taxname:137192,Oceanodroma leucorhoa,137192,Oceanodroma leucorhoa
Odobenus rosmarus,Chordata,Mammalia,Carnivora,Odobenidae,,137077,exact,urn:lsid:marinespecies.org:taxname:137077,Odobenus rosmarus,137077,Odobenus rosmarus
Oligoplites saurus,Chordata,Actinopterygii,Perciformes,Carangidae,,159645,exact,urn:lsid:marinespecies.org:taxname:159645,Oligoplites saurus,159645,Oligoplites saurus
Omosudis lowei,Chordata,Actinopterygii,Aulopiformes,Omosudidae,,126351,exact,urn:lsid:marinespecies.org:taxname:126351,Omosudis lowei,272087,Omosudis lowii
Oncorhynchus gorbuscha,Chordata,Actinopterygii,Salmoniformes,Salmonidae,,127182,exact,urn:lsid:marinespecies.org:taxname:127182,Oncorhynchus gorbuscha,127182,Oncorhynchus gorbuscha
Oncorhynchus kisutch,Chordata,Actinopterygii,Salmoniformes,Salmonidae,,127184,exact,urn:lsid:marinespecies.org:taxname:127184,Oncorhynchus kisutch,127184,Oncorhynchus kisutch
Oncorhynchus mykiss,Chordata,Actinopterygii,Salmoniformes,Salmonidae,,127185,exact,urn:lsid:marinespecies.org:taxname:127185,Oncorhynchus mykiss,127185,Oncorhynchus mykiss
Oncorhynchus tshawytscha,Chordata,Actinopterygii,Salmoniformes,Salmonidae,,158075,exact,urn:lsid:marinespecies.org:taxname:158075,Oncorhynchus tshawytscha,158075,Oncorhynchus tshawytscha
