Taxon name,Phylum/Division,Class,Order,Family,,AphiaID,Match type,LSID,ScientificName,AphiaID_accepted,ScientificName_accepted
Buteo lagopus,Chordata,Aves,Ciconiiformes,Accipitridae,,159110,exact,urn:lsid:marinespecies.org:taxname:159110,Buteo lagopus,159110,Buteo lagopus
Buteo lineatus,Chordata,Aves,Ciconiiformes,Accipitridae,,159368,exact,urn:lsid:marinespecies.org:taxname:159368,Buteo lineatus,159368,Buteo lineatus
Buteo platypterus,Chordata,Aves,Ciconiiformes,Accipitridae,,159370,exact,urn:lsid:marinespecies.org:taxname:159370,Buteo platypterus,159370,Buteo platypterus
Butorides virescens,Chordata,Aves,Ciconiiformes,Ardeidae,,159112,exact,urn:lsid:marinespecies.org:taxname:159112,Butorides virescens,159112,Butorides virescens
Caelorinchus caelorhincus carminatus,Chordata,Actinopterygii,Gadiformes,Macrouridae,,158945,exact,urn:lsid:marinespecies.org:taxname:158945,Caelorinchus caelorhincus carminatus,398381,Coelorinchus caelorhincus
Calidris alba,Chordata,Aves,Ciconiiformes,Scolopacidae,,159084,exact,urn:lsid:marinespecies.org:taxname:159084,Calidris alba,159084,Calidris alba
Calidris alpina,Chordata,Aves,Ciconiiformes,Scolopacidae,,159047,exact,urn:lsid:marinespecies.org:taxname:159047,Calidris alpina,159047,Calidris alpina
Calidris bairdii,Chordata,Aves,Ciconiiformes,Scolopacidae,,159048,exact,urn:lsid:marinespecies.org:taxname:159048,Calidris bairdii,159048,Calidris bairdii
Calidris canutus,Chordata,Aves,Ciconiiformes,Scolopacidae,,147433,exact,urn:lsid:marinespecies.org:taxname:147433,Calidris canutus,147433,Calidris canutus
Calidris ferruginea,Chordata,Aves,Ciconiiformes,Scolopacidae,,159049,exact,urn:lsid:marinespecies.org:taxname:159049,Calidris ferruginea,159049,Calidris ferruginea
Calidris fuscicollis,Chordata,Aves,Ciconiiformes,Scolopacidae,,159050,exact,urn:lsid:marinespecies.org:taxname:159050,Calidris fuscicollis,159050,Calidris fuscicollis
Calidris himantopus,Chordata,Aves,Ciconiiformes,Scolopacidae,,159051,exact,urn:lsid:marinespecies.org:taxname:159051,Calidris himantopus,159051,Calidris himantopus
Calidris maritima,Chordata,Aves,Ciconiiformes,Scolopacidae,,159052,exact,urn:lsid:marinespecies.org:taxname:159052,Calidris maritima,159052,Calidris maritima
Calidris melanotos,Chordata,Aves,Ciconiiformes,Scolopacidae,,159053,exact,urn:lsid:marinespecies.org:taxname:159053,Calidris melanotos,159053,Calidris melanotos
Calidris minutilla,Chordata,Aves,Ciconiiformes,Scolopacidae,,159054,exact,urn:lsid:marinespecies.org:taxname:159054,Calidris minutilla,159054,Calidris minutilla
Calidris pusilla,Chordata,Aves,Ciconiiformes,Scolopacidae,,159055,exact,urn:lsid:marinespecies.org:taxname:159055,Calidris pusilla,159055,Calidris pusilla
Callechelys muraena,Chordata,Actinopterygii,Anguilliformes,Ophichthidae,,158604,exact,urn:lsid:marinespecies.org:taxname:158604,Callechelys muraena,158604,Callechelys muraena
Calonectris diomedea,Chordata,Aves,Ciconiiformes,Procellariidae,,137194,exact,urn:lsid:marinespecies.org:taxname:137194,Calonectris diomedea,137194,Calonectris diomedea
Camptorhynchus labradorius,Chordata,Aves,Anseriformes,Anatidae,,159202,exact,urn:lsid:marinespecies.org:taxname:159202,Camptorhynchus labradorius,159202,Camptorhynchus labradorius
Canthidermis sufflamen,Chordata,Actinopterygii,Tetraodontiformes,Balistidae,,127399,exact,urn:lsid:marinespecies.org:taxname:127399,Canthidermis sufflamen,127399,Canthidermis sufflamen
Caranx crysos,Chordata,Actinopterygii,Perciformes,Carangidae,,126802,exact,urn:lsid:marinespecies.org:taxname:126802,Caranx crysos,126802,Caranx crysos
Caranx hippos,Chordata,Actinopterygii,Perciformes,Carangidae,,126803,exact,urn:lsid:marinespecies.org:taxname:126803,Caranx hippos,126803,Caranx hippos
Carcharhinus limbatus,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,,105793,exact,urn:lsid:marinespecies.org:taxname:105793,Carcharhinus limbatus,105793,Carcharhinus limbatus
Carcharhinus longimanus,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,,105794,exact,urn:lsid:marinespecies.org:taxname:105794,Carcharhinus longimanus,105794,Carcharhinus longimanus
Carcharhinus obscurus,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,,105796,exact,urn:lsid:marinespecies.org:taxname:105796,Carcharhinus obscurus,105796,Carcharhinus obscurus
Carcharhinus plumbeus,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,,105797,exact,urn:lsid:marinespecies.org:taxname:105797,Carcharhinus plumbeus,105797,Carcharhinus plumbeus
Carcharias taurus,Chordata,Elasmobranchii,Lamniformes,Odontaspididae,,105843,exact,urn:lsid:marinespecies.org:taxname:105843,Carcharias taurus,105843,Carcharias taurus
Carcharodon carcharias,Chordata,Elasmobranchii,Lamniformes,Lamnidae,,105838,exact,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,105838,Carcharodon carcharias
Careproctus ranula,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,,159523,exact,urn:lsid:marinespecies.org:taxname:159523,Careproctus ranula,159523,Careproctus ranula
Careproctus reinhardti,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,,127212,exact,urn:lsid:marinespecies.org:taxname:127212,Careproctus reinhardti,127212,Careproctus reinhardti
Caretta caretta,Chordata,Reptilia,Testudines,Cheloniidae,,137205,exact,urn:lsid:marinespecies.org:taxname:137205,Caretta caretta,137205,Caretta caretta
Catharacta maccormicki,Chordata,Aves,Ciconiiformes,Laridae,,159073,exact,urn:lsid:marinespecies.org:taxname:159073,Catharacta maccormicki,422607,Stercorarius maccormicki
Catharacta skua,Chordata,Aves,Ciconiiformes,Laridae,,137170,exact,urn:lsid:marinespecies.org:taxname:137170,Catharacta skua,137174,Stercorarius skua
Cathartes aura,Chordata,Aves,Ciconiiformes,Ciconiidae,,159144,exact,urn:lsid:marinespecies.org:taxname:159144,Cathartes aura,159144,Cathartes aura
Catoptrophorus semipalmatus,Chordata,Aves,Ciconiiformes,Scolopacidae,,159032,exact,urn:lsid:marinespecies.org:taxname:159032,Catoptrophorus semipalmatus,567466,Tringa semipalmata
Catostomus catostomus,Chordata,Actinopterygii,Cypriniformes,Catostomidae,,158706,exact,urn:lsid:marinespecies.org:taxname:158706,Catostomus catostomus,158706,Catostomus catostomus
Catostomus commersoni,Chordata,Actinopterygii,Cypriniformes,Catostomidae,,1620171,exact,urn:lsid:marinespecies.org:taxname:1620171,Catostomus commersoni,158707,Catostomus commersonii
Caulophryne jordani,Chordata,Actinopterygii,Lophiiformes,Caulophrynidae,,126534,exact,urn:lsid:marinespecies.org:taxname:126534,Caulophryne jordani,126534,Caulophryne jordani
Centrolophus niger,Chordata,Actinopterygii,Perciformes,Centrolophidae,,126831,exact,urn:lsid:marinespecies.org:taxname:126831,Centrolophus niger,126831,Centrolophus niger
Centropristis striata,Chordata,Actinopterygii,Perciformes,Serranidae,,159348,exact,urn:lsid:marinespecies.org:taxname:159348,Centropristis striata,159348,Centropristis striata
Centroscyllium fabricii,Chordata,Elasmobranchii,Squaliformes,Dalatiidae,,105906,exact,urn:lsid:marinespecies.org:taxname:105906,Centroscyllium fabricii,105906,Centroscyllium fabricii
Centroscymnus coelolepis,Chordata,Elasmobranchii,Squaliformes,Dalatiidae,,105907,exact,urn:lsid:marinespecies.org:taxname:105907,Centroscymnus coelolepis,105907,Centroscymnus coelolepis
Cepphus grylle,Chordata,Aves,Ciconiiformes,Laridae,,137130,exact,urn:lsid:marinespecies.org:taxname:137130,Cepphus grylle,137130,Cepphus grylle
Ceratias holboelli,Chordata,Actinopterygii,Lophiiformes,Ceratiidae,,126537,exact,urn:lsid:marinespecies.org:taxname:126537,Ceratias holboelli,126537,Ceratias holboelli
Ceratias uranoscopus,Chordata,Actinopterygii,Lophiiformes,Ceratiidae,,158796,exact,urn:lsid:marinespecies.org:taxname:158796,Ceratias uranoscopus,158796,Ceratias uranoscopus
Ceratoscopelus maderensis,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,126585,exact,urn:lsid:marinespecies.org:taxname:126585,Ceratoscopelus maderensis,126585,Ceratoscopelus maderensis
Ceryle alcyon,Chordata,Aves,Coraciiformes,Cerylidae,,158984,exact,urn:lsid:marinespecies.org:taxname:158984,Ceryle alcyon,159001,Megaceryle alcyon
Cetorhinus maximus,Chordata,Elasmobranchii,Lamniformes,Cetorhinidae,,105837,exact,urn:lsid:marinespecies.org:taxname:105837,Cetorhinus maximus,105837,Cetorhinus maximus
Cetostoma regani,Chordata,Actinopterygii,Cetomimiformes,Cetomimidae,,126406,exact,urn:lsid:marinespecies.org:taxname:126406,Cetostoma regani,126406,Cetostoma regani
Chaenophryne draco,Chordata,Actinopterygii,Lophiiformes,Oneirodidae,,126559,exact,urn:lsid:marinespecies.org:taxname:126559,Chaenophryne draco,126559,Chaenophryne draco
Chaenophryne longiceps,Chordata,Actinopterygii,Lophiiformes,Oneirodidae,,126560,exact,urn:lsid:marinespecies.org:taxname:126560,Chaenophryne longiceps,126560,Chaenophryne longiceps
Chaetodon ocellatus,Chordata,Actinopterygii,Perciformes,Chaetodontidae,,159662,exact,urn:lsid:marinespecies.org:taxname:159662,Chaetodon ocellatus,159662,Chaetodon ocellatus
Chalinura brevibarbis,Chordata,Actinopterygii,Gadiformes,Macrouridae,,183049,exact,urn:lsid:marinespecies.org:taxname:183049,Chalinura brevibarbis,158954,Coryphaenoides brevibarbis
Charadrius melodus,Chordata,Aves,Ciconiiformes,Charadriidae,,159125,exact,urn:lsid:marinespecies.org:taxname:159125,Charadrius melodus,159125,Charadrius melodus
Charadrius semipalmatus,Chordata,Aves,Ciconiiformes,Charadriidae,,159126,exact,urn:lsid:marinespecies.org:taxname:159126,Charadrius semipalmatus,159126,Charadrius semipalmatus
Charadrius vociferus,Chordata,Aves,Ciconiiformes,Charadriidae,,159127,exact,urn:lsid:marinespecies.org:taxname:159127,Charadrius vociferus,159127,Charadrius vociferus
Chauliodus danae,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,127337,exact,urn:lsid:marinespecies.org:taxname:127337,Chauliodus danae,127337,Chauliodus danae
Chauliodus sloani,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,127338,exact,urn:lsid:marinespecies.org:taxname:127338,Chauliodus sloani,127338,Chauliodus sloani
Chaunax pictus,Chordata,Actinopterygii,Lophiiformes,Chaunacidae,,126539,exact,urn:lsid:marinespecies.org:taxname:126539,Chaunax pictus,126539,Chaunax pictus
Chaunax stigmaeus,Chordata,Actinopterygii,Lophiiformes,Chaunacidae,,159151,exact,urn:lsid:marinespecies.org:taxname:159151,Chaunax stigmaeus,159151,Chaunax stigmaeus
Cheilopogon furcatus,Chordata,Actinopterygii,Beloniformes,Exocoetidae,,159261,exact,urn:lsid:marinespecies.org:taxname:159261,Cheilopogon furcatus,159261,Cheilopogon furcatus
Cheilopogon melanurus,Chordata,Actinopterygii,Beloniformes,Exocoetidae,,272157,exact,urn:lsid:marinespecies.org:taxname:272157,Cheilopogon melanurus,272157,Cheilopogon melanurus
Chen caerulescens,Chordata,Aves,Anseriformes,Anatidae,,159204,exact,urn:lsid:marinespecies.org:taxname:159204,Chen caerulescens,1034711,Anser caerulescens
Chen rossi,Chordata,Aves,Anseriformes,Anatidae,,159086,phonetic,urn:lsid:marinespecies.org:taxname:159086,Chen rossii,159086,Chen rossii
Chiasmodon niger,Chordata,Actinopterygii,Perciformes,Chiasmodontidae,,126840,exact,urn:lsid:marinespecies.org:taxname:126840,Chiasmodon niger,126840,Chiasmodon niger
Chilomycterus schoepfii,Chordata,Actinopterygii,Tetraodontiformes,Diodontidae,,159488,exact,urn:lsid:marinespecies.org:taxname:159488,Chilomycterus schoepfii,159488,Chilomycterus schoepfii
Chirostomias pliopterus,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,127339,exact,urn:lsid:marinespecies.org:taxname:127339,Chirostomias pliopterus,127339,Chirostomias pliopterus
Chlidonias niger,Chordata,Aves,Ciconiiformes,Laridae,,137137,exact,urn:lsid:marinespecies.org:taxname:137137,Chlidonias niger,137137,Chlidonias niger
Chlopsis bicolor,Chordata,Actinopterygii,Anguilliformes,Chlopsidae,,126282,exact,urn:lsid:marinespecies.org:taxname:126282,Chlopsis bicolor,126282,Chlopsis bicolor
Chlorophthalmus agassizi,Chordata,Actinopterygii,Aulopiformes,Ipnopidae,,126336,exact,urn:lsid:marinespecies.org:taxname:126336,Chlorophthalmus agassizi,126336,Chlorophthalmus agassizi
Circus cyaneus,Chordata,Aves,Ciconiiformes,Accipitridae,,159372,exact,urn:lsid:marinespecies.org:taxname:159372,Circus cyaneus,159372,Circus cyaneus
Citharichthys arctifrons,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,,158791,exact,urn:lsid:marinespecies.org:taxname:158791,Citharichthys arctifrons,158791,Citharichthys arctifrons
Citharichthys cornutus,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,,158792,exact,urn:lsid:marinespecies.org:taxname:158792,Citharichthys cornutus,158792,Citharichthys cornutus
Citharichthys gymnorhinus,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,,158793,exact,urn:lsid:marinespecies.org:taxname:158793,Citharichthys gymnorhinus,158793,Citharichthys gymnorhinus
Citharichthys spilopterus,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,,159166,exact,urn:lsid:marinespecies.org:taxname:159166,Citharichthys spilopterus,159166,Citharichthys spilopterus
Clangula hyemalis,Chordata,Aves,Anseriformes,Anatidae,,137071,exact,urn:lsid:marinespecies.org:taxname:137071,Clangula hyemalis,137071,Clangula hyemalis
Clupea harengus,Chordata,Actinopterygii,Clupeiformes,Clupeidae,,126417,exact,urn:lsid:marinespecies.org:taxname:126417,Clupea harengus,126417,Clupea harengus
Coccorella atlantica,Chordata,Actinopterygii,Aulopiformes,Evermannellidae,,126337,exact,urn:lsid:marinespecies.org:taxname:126337,Coccorella atlantica,126337,Coccorella atlantica
Conger oceanicus,Chordata,Actinopterygii,Anguilliformes,Congridae,,158566,exact,urn:lsid:marinespecies.org:taxname:158566,Conger oceanicus,158566,Conger oceanicus
Cookeolus japonicus,Chordata,Actinopterygii,Perciformes,Priacanthidae,,127003,exact,urn:lsid:marinespecies.org:taxname:127003,Cookeolus japonicus,127003,Cookeolus japonicus
Coragyps atratus,Chordata,Aves,Ciconiiformes,Ciconiidae,,159147,exact,urn:lsid:marinespecies.org:taxname:159147,Coragyps atratus,159147,Coragyps atratus
Coregonus clupeaformis,Chordata,Actinopterygii,Salmoniformes,Salmonidae,,158726,exact,urn:lsid:marinespecies.org:taxname:158726,Coregonus clupeaformis,158726,Coregonus clupeaformis
Corvus brachyrhynchos,Chordata,Aves,Passeriformes,Corvidae,,159388,exact,urn:lsid:marinespecies.org:taxname:159388,Corvus brachyrhynchos,159388,Corvus brachyrhynchos
Corvus corax,Chordata,Aves,Passeriformes,Corvidae,,159389,exact,urn:lsid:marinespecies.org:taxname:159389,Corvus corax,159389,Corvus corax
Coryphaena equiselis,Chordata,Actinopterygii,Perciformes,Coryphaenidae,,126845,exact,urn:lsid:marinespecies.org:taxname:126845,Coryphaena equiselis,126845,Coryphaena equiselis
Coryphaena hippurus,Chordata,Actinopterygii,Perciformes,Coryphaenidae,,126846,exact,urn:lsid:marinespecies.org:taxname:126846,Coryphaena hippurus,126846,Coryphaena hippurus
Coryphaenoides armatus,Chordata,Actinopterygii,Gadiformes,Macrouridae,,158952,exact,urn:lsid:marinespecies.org:taxname:158952,Coryphaenoides armatus,158952,Coryphaenoides armatus
Coryphaenoides brevibarbis,Chordata,Actinopterygii,Gadiformes,Macrouridae,,158954,exact,urn:lsid:marinespecies.org:taxname:158954,Coryphaenoides brevibarbis,158954,Coryphaenoides brevibarbis
Coryphaenoides rupestris,Chordata,Actinopterygii,Gadiformes,Macrouridae,,158960,exact,urn:lsid:marinespecies.org:taxname:158960,Coryphaenoides rupestris,158960,Coryphaenoides rupestris
Cottunculus microps,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,,127235,exact,urn:lsid:marinespecies.org:taxname:127235,Cottunculus microps,127235,Cottunculus microps
Cottunculus thomsoni,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,,127237,phonetic,urn:lsid:marinespecies.org:taxname:127237,Cottunculus thomsonii,127237,Cottunculus thomsonii
Coturnicops noveboracensis,Chordata,Aves,Gruiformes,Rallidae,,159005,exact,urn:lsid:marinespecies.org:taxname:159005,Coturnicops noveboracensis,159005,Coturnicops noveboracensis
Cryptacanthodes maculatus,Chordata,Actinopterygii,Perciformes,Cryptacanthodidae,,159675,exact,urn:lsid:marinespecies.org:taxname:159675,Cryptacanthodes maculatus,159675,Cryptacanthodes maculatus
Cryptopsaras couesi,Chordata,Actinopterygii,Lophiiformes,Ceratiidae,,400722,exact,urn:lsid:marinespecies.org:taxname:400722,Cryptopsaras couesi,126538,Cryptopsaras couesii
Cubiceps capensis,Chordata,Actinopterygii,Perciformes,Nomeidae,,159423,exact,urn:lsid:marinespecies.org:taxname:159423,Cubiceps capensis,159423,Cubiceps capensis
Cubiceps gracilis,Chordata,Actinopterygii,Perciformes,Nomeidae,,126990,exact,urn:lsid:marinespecies.org:taxname:126990,Cubiceps gracilis,126990,Cubiceps gracilis
Cubiceps pauciradiatus,Chordata,Actinopterygii,Perciformes,Nomeidae,,159424,exact,urn:lsid:marinespecies.org:taxname:159424,Cubiceps pauciradiatus,159424,Cubiceps pauciradiatus
Cyclopsetta fimbriata,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,,158795,exact,urn:lsid:marinespecies.org:taxname:158795,Cyclopsetta fimbriata,158795,Cyclopsetta fimbriata
Cyclopterus lumpus,Chordata,Actinopterygii,Scorpaeniformes,Cyclopteridae,,127214,exact,urn:lsid:marinespecies.org:taxname:127214,Cyclopterus lumpus,127214,Cyclopterus lumpus
Cyclothone acclinidens,Chordata,Actinopterygii,Stomiiformes,Gonostomatidae,,127282,exact,urn:lsid:marinespecies.org:taxname:127282,Cyclothone acclinidens,127282,Cyclothone acclinidens
Cyclothone alba,Chordata,Actinopterygii,Stomiiformes,Gonostomatidae,,127283,exact,urn:lsid:marinespecies.org:taxname:127283,Cyclothone alba,127283,Cyclothone alba
Cyclothone braueri,Chordata,Actinopterygii,Stomiiformes,Gonostomatidae,,127284,exact,urn:lsid:marinespecies.org:taxname:127284,Cyclothone braueri,127284,Cyclothone braueri
Cyclothone microdon,Chordata,Actinopterygii,Stomiiformes,Gonostomatidae,,127286,exact,urn:lsid:marinespecies.org:taxname:127286,Cyclothone microdon,127286,Cyclothone microdon
Cyclothone pseudopallida,Chordata,Actinopterygii,Stomiiformes,Gonostomatidae,,127289,exact,urn:lsid:marinespecies.org:taxname:127289,Cyclothone pseudopallida,127289,Cyclothone pseudopallida
Cygnus columbianus,Chordata,Aves,Anseriformes,Anatidae,,159088,exact,urn:lsid:marinespecies.org:taxname:159088,Cygnus columbianus,159088,Cygnus columbianus
Cygnus cygnus,Chordata,Aves,Anseriformes,Anatidae,,159089,exact,urn:lsid:marinespecies.org:taxname:159089,Cygnus cygnus,159089,Cygnus cygnus
Cygnus olor,Chordata,Aves,Anseriformes,Anatidae,,159090,exact,urn:lsid:marinespecies.org:taxname:159090,Cygnus olor,159090,Cygnus olor
Cynoscion regalis,Chordata,Actinopterygii,Perciformes,Sciaenidae,,159313,exact,urn:lsid:marinespecies.org:taxname:159313,Cynoscion regalis,159313,Cynoscion regalis
Cyprinus carpio,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,,154582,exact,urn:lsid:marinespecies.org:taxname:154582,Cyprinus carpio,154582,Cyprinus carpio
Cystophora cristata,Chordata,Mammalia,Carnivora,Phocidae,,137078,exact,urn:lsid:marinespecies.org:taxname:137078,Cystophora cristata,137078,Cystophora cristata
Cyttopsis roseus,Chordata,Actinopterygii,Zeiformes,Zeidae,,159433,exact,urn:lsid:marinespecies.org:taxname:159433,Cyttopsis roseus,127425,Cyttopsis rosea
Dactylopterus volitans,Chordata,Actinopterygii,Scorpaeniformes,Dactylopteridae,,127232,exact,urn:lsid:marinespecies.org:taxname:127232,Dactylopterus volitans,127232,Dactylopterus volitans
Dalatias licha,Chordata,Elasmobranchii,Squaliformes,Dalatiidae,,105910,exact,urn:lsid:marinespecies.org:taxname:105910,Dalatias licha,105910,Dalatias licha
Danaphryne nigrifilis,Chordata,Actinopterygii,Lophiiformes,Oneirodidae,,159201,exact,urn:lsid:marinespecies.org:taxname:159201,Danaphryne nigrifilis,159201,Danaphryne nigrifilis
Dasyatis centroura,Chordata,Elasmobranchii,Rajiformes,Dasyatidae,,105850,exact,urn:lsid:marinespecies.org:taxname:105850,Dasyatis centroura,1017389,Bathytoshia centroura
Decapterus macarellus,Chordata,Actinopterygii,Perciformes,Carangidae,,126807,exact,urn:lsid:marinespecies.org:taxname:126807,Decapterus macarellus,126807,Decapterus macarellus
Decapterus punctatus,Chordata,Actinopterygii,Perciformes,Carangidae,,126808,exact,urn:lsid:marinespecies.org:taxname:126808,Decapterus punctatus,126808,Decapterus punctatus
Decapterus tabl,Chordata,Actinopterygii,Perciformes,Carangidae,,159484,exact,urn:lsid:marinespecies.org:taxname:159484,Decapterus tabl,159484,Decapterus tabl
Delphinapterus leucas,Chordata,Mammalia,Cetacea,Monodontidae,,137115,exact,urn:lsid:marinespecies.org:taxname:137115,Delphinapterus leucas,137115,Delphinapterus leucas
Delphinus delphis,Chordata,Mammalia,Cetacea,Delphinidae,,137094,exact,urn:lsid:marinespecies.org:taxname:137094,Delphinus delphis,137094,Delphinus delphis
Derichthys serpentinus,Chordata,Actinopterygii,Anguilliformes,Derichthyidae,,126291,exact,urn:lsid:marinespecies.org:taxname:126291,Derichthys serpentinus,126291,Derichthys serpentinus
Dermochelys coriacea,Chordata,Reptilia,Testudines,Dermochelyidae,,137209,exact,urn:lsid:marinespecies.org:taxname:137209,Dermochelys coriacea,137209,Dermochelys coriacea
Diaphus bertelseni,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,126588,exact,urn:lsid:marinespecies.org:taxname:126588,Diaphus bertelseni,126588,Diaphus bertelseni
Diaphus brachycephalus,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,126589,exact,urn:lsid:marinespecies.org:taxname:126589,Diaphus brachycephalus,126589,Diaphus brachycephalus
Diaphus dumerilii,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,126590,exact,urn:lsid:marinespecies.org:taxname:126590,Diaphus dumerilii,126590,Diaphus dumerilii
Diaphus lucidus,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,126593,exact,urn:lsid:marinespecies.org:taxname:126593,Diaphus lucidus,126593,Diaphus lucidus
Diaphus metopoclampus,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,126594,exact,urn:lsid:marinespecies.org:taxname:126594,Diaphus metopoclampus,126594,Diaphus metopoclampus
Diaphus mollis,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,126595,exact,urn:lsid:marinespecies.org:taxname:126595,Diaphus mollis,126595,Diaphus mollis
Diaphus perspicillatus,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,158890,exact,urn:lsid:marinespecies.org:taxname:158890,Diaphus perspicillatus,158890,Diaphus perspicillatus
Diaphus splendidus,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,158893,exact,urn:lsid:marinespecies.org:taxname:158893,Diaphus splendidus,158893,Diaphus splendidus
Diaphus taaningi,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,158894,exact,urn:lsid:marinespecies.org:taxname:158894,Diaphus taaningi,158894,Diaphus taaningi
Dibranchus atlanticus,Chordata,Actinopterygii,Lophiiformes,Ogcocephalidae,,126558,exact,urn:lsid:marinespecies.org:taxname:126558,Dibranchus atlanticus,126558,Dibranchus atlanticus
Dicrolene intronigra,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,,159132,exact,urn:lsid:marinespecies.org:taxname:159132,Dicrolene intronigra,275895,Dicrolene introniger
Diodon holocanthus,Chordata,Actinopterygii,Tetraodontiformes,Diodontidae,,127402,exact,urn:lsid:marinespecies.org:taxname:127402,Diodon holocanthus,127402,Diodon holocanthus
Diogenichthys atlanticus,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,126599,exact,urn:lsid:marinespecies.org:taxname:126599,Diogenichthys atlanticus,126599,Diogenichthys atlanticus
Diplogrammus pauciradiatus,Chordata,Actinopterygii,Perciformes,Callionymidae,,159615,exact,urn:lsid:marinespecies.org:taxname:159615,Diplogrammus pauciradiatus,159615,Diplogrammus pauciradiatus
Diplophos taenia,Chordata,Actinopterygii,Stomiiformes,Gonostomatidae,,127292,exact,urn:lsid:marinespecies.org:taxname:127292,Diplophos taenia,127292,Diplophos taenia
Diplospinus multistriatus,Chordata,Actinopterygii,Perciformes,Gempylidae,,126861,exact,urn:lsid:marinespecies.org:taxname:126861,Diplospinus multistriatus,126861,Diplospinus multistriatus
Dipturus laevis,Chordata,Elasmobranchii,Rajiformes,Rajidae,,158548,exact,urn:lsid:marinespecies.org:taxname:158548,Dipturus laevis,158548,Dipturus laevis
Diretmichthys parini,Chordata,Actinopterygii,Beryciformes,Diretmidae,,126396,exact,urn:lsid:marinespecies.org:taxname:126396,Diretmichthys parini,126396,Diretmichthys parini
Diretmus argenteus,Chordata,Actinopterygii,Beryciformes,Diretmidae,,126398,exact,urn:lsid:marinespecies.org:taxname:126398,Diretmus argenteus,126398,Diretmus argenteus
Dolicholagus longirostris,Chordata,Actinopterygii,Osmeriformes,Bathylagidae,,126720,exact,urn:lsid:marinespecies.org:taxname:126720,Dolicholagus longirostris,126720,Dolicholagus longirostris
Dolichopteryx binocularis,Chordata,Actinopterygii,Osmeriformes,Opisthoproctidae,,158722,exact,urn:lsid:marinespecies.org:taxname:158722,Dolichopteryx binocularis,712448,Dolichopteroides binocularis
Dolopichthys allector,Chordata,Actinopterygii,Lophiiformes,Oneirodidae,,126562,exact,urn:lsid:marinespecies.org:taxname:126562,Dolopichthys allector,126562,Dolopichthys allector
Echeneis naucrates,Chordata,Actinopterygii,Perciformes,Echeneidae,,126848,exact,urn:lsid:marinespecies.org:taxname:126848,Echeneis naucrates,126848,Echeneis naucrates
Echinorhinus brucus,Chordata,Elasmobranchii,Squaliformes,Echinorhinidae,,105922,exact,urn:lsid:marinespecies.org:taxname:105922,Echinorhinus brucus,105922,Echinorhinus brucus
Echiodon dawsoni,Chordata,Actinopterygii,Ophidiiformes,Carapidae,,158996,exact,urn:lsid:marinespecies.org:taxname:158996,Echiodon dawsoni,158996,Echiodon dawsoni
Ectreposebastes imus,Chordata,Actinopterygii,Scorpaeniformes,Setarchidae,,159566,exact,urn:lsid:marinespecies.org:taxname:159566,Ectreposebastes imus,159566,Ectreposebastes imus
Egretta caerulea,Chordata,Aves,Ciconiiformes,Ardeidae,,159114,exact,urn:lsid:marinespecies.org:taxname:159114,Egretta caerulea,159114,Egretta caerulea
Egretta garzetta,Chordata,Aves,Ciconiiformes,Ardeidae,,159115,exact,urn:lsid:marinespecies.org:taxname:159115,Egretta garzetta,159115,Egretta garzetta
Egretta thula,Chordata,Aves,Ciconiiformes,Ardeidae,,159116,exact,urn:lsid:marinespecies.org:taxname:159116,Egretta thula,159116,Egretta thula
Egretta tricolor,Chordata,Aves,Ciconiiformes,Ardeidae,,159117,exact,urn:lsid:marinespecies.org:taxname:159117,Egretta tricolor,159117,Egretta tricolor
Electrona risso,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,126600,exact,urn:lsid:marinespecies.org:taxname:126600,Electrona risso,126600,Electrona risso
